"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"4431",21,8,0,4,18,12.8,0.78,-0.25,1.53,0.42,1,2,1,10,1,6,0,0,0,0,0,0,0,0,1,1,1,0,2,21,0,1,0,0,0,0,0,0,0,0,9,3,1,0,1,2,4,1,0,3,0,3,12,7,82.41,0,41,0,15.35,2.73,619.5,1,22.75,3.12,943.55,6.85,0,0,0,1,22.75,3.12,980,6.89,0,0,2.68,0,6.51,1,0,0,1,1,0,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,1,"1","0","December","6","0","1","1","1","9.2","0","3","4","4","1","0","medium_spend_cust"
"4434",48,18,0,7,94,13.2,7.42,2,4.99,1.61,1,5,1,16,3,2,6,0,0,0,0,0,0,6,0,0,-1,0,7,27,0,0,0,0,0,0,1,0,0,0,9,4,0,0,1,1,4,3,0,14,0,14,8,4,202.38,1,36,0,5,1.61,175.45,1,34,3.53,1180.65,7.07,0,0,0,1,20.5,3.02,705,6.56,0,0,2.54,0,6.1,0,0,0,1,0,0,1,1,1,20,1,1,1,0,0,0,1,1,0,0,0,0,"4","0","April","1","0","2","4","-1","-1","-1","3","1","2","1","0","medium_spend_cust"
"4436",68,7,0,7,31,2.1,0.22,-1.51,0.43,-0.84,0,4,0,-1,-1,1,4,0,0,4,0,0,0,0,1,1,0,0,1,25,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,2,3,2,0,16,1,11,8,5,101.81,0,20,0,9.45,2.25,130.4,0,0,2.4,0,5.47,0,0,0,1,14.25,2.66,285,5.65,0,0,2.93,0,6.03,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,"4","1","November","2","0","3","4","0","13.6","0","3","2","3","2","0","low_spend_cust"
"4439",29,19,0,0,53,15.1,0.78,-0.24,7.22,1.98,1,2,1,17,4,5,6,0,0,0,0,0,0,6,1,2,1,1,3,24,1,0,1,1,0,0,0,0,0,0,9,2,0,1,1,4,4,4,0,11,0,10,8,9,205.44,0,27,1,4.45,1.49,102.45,1,46.25,3.83,1212.05,7.1,1,69.65,1738.6,1,37.25,3.62,1005,6.91,1,64.15,4.16,1750.05,7.47,0,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,0,0,0,0,"3","1","January","2","0","1","3","1","37.7","0","3","1","4","3","3","medium_spend_cust"
"4442",76,9,0,22,13,4,0.11,-2.24,0.41,-0.88,0,3,1,11,1,2,5,0,0,0,0,0,0,5,1,3,0,1,1,32,1,0,0,0,1,0,0,0,0,1,9,3,1,0,0,5,1,1,0,32,0,26,10,4,74.77,1,68,0,18.3,2.91,1219.3,0,0,2.72,0,7.22,0,0,0,1,18.75,2.93,1370,7.22,0,0,2.95,0,7.42,0,0,0,0,0,0,0,0,1,15,1,1,1,0,1,0,1,0,1,0,0,0,"2","1","December","2","1","3","5","0","4.7","0","2","3","3","2","1","low_spend_cust"
"4452",51,13,0,3,22,4.3,0.13,-2.06,0.82,-0.2,0,3,1,13,2,4,0,0,0,0,0,0,0,0,1,2,0,1,1,33,1,0,0,0,1,0,0,0,0,0,9,5,0,0,1,4,2,3,1,11,0,12,16,6,323.98,1,27,0,8,2.08,250.65,0,0,2.33,0,5.91,0,0,0,0,0,1.66,0,5.11,0,0,2.64,0,6.13,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0,"4","0","October","2","0","1","3","0","12.5","1","1","2","4","2","0","medium_spend_cust"
"4453",36,19,0,7,35,12.8,0.6,-0.5,3.88,1.35,0,4,1,17,4,3,11,0,1,0,0,4,0,6,1,2,1,1,8,31,1,0,1,0,1,1,0,1,1,0,9,4,0,0,1,3,4,4,0,6,1,3,7,10,312.28,1,23,1,7.9,2.07,171.8,0,0,2.44,0,5.6,1,29.15,683.75,0,0,1.95,0,5.04,1,23.4,3.15,500.55,6.22,1,1,0,0,0,0,0,1,1,14,1,1,1,0,1,1,1,0,0,0,0,0,"5","1","October","1","0","1","3","0","17.4","0","1","4","1","1","4","medium_spend_cust"
"4464",57,10,0,12,62,10,1.1,0.1,5.1,1.63,0,4,0,-1,-1,1,1,0,0,0,1,0,0,0,0,2,1,0,1,19,1,0,1,0,0,0,0,0,0,0,9,4,0,0,1,2,4,2,0,37,0,28,15,8,216.02,0,69,0,27.75,3.32,1875.3,1,25.75,3.25,1717.35,7.45,0,0,0,1,16.25,2.79,1120,7.02,0,0,2.9,0,7.05,0,0,0,0,1,0,1,0,1,24,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","December","1","0","2","5","1","23.4","1","4","2","4","2","0","medium_spend_cust"
"4467",44,16,0,3,42,13.4,2.54,0.93,3.08,1.13,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,5,25,0,0,0,0,1,0,0,0,0,0,9,2,0,1,1,2,3,3,0,9,0,8,10,5,145.91,0,35,0,5.1,1.63,180.55,0,0,2.3,0,6.24,1,30.7,1055.35,0,0,1.87,0,5.81,0,0,2.88,0,7.04,0,1,1,0,1,0,0,0,1,21,1,1,1,0,1,1,1,0,0,0,0,0,"1","1","July","2","0","1","4","-1","-1","-1","3","2","4","3","4","medium_spend_cust"
"4472",54,16,0,8,40,8.3,0.39,-0.95,2.93,1.08,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,32,1,0,1,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,0,4,0,3,14,4,103.42,1,13,1,3.1,1.13,28.5,1,36.5,3.6,492.9,6.2,0,0,0,1,25.75,3.25,295,5.69,1,24.6,3.2,271.5,5.6,0,1,1,1,1,1,1,0,1,23,1,1,1,0,1,0,0,1,0,0,1,0,"3","1","April","1","0","1","3","0","20.4","1","4","3","4","1","0","medium_spend_cust"
"4473",79,11,0,13,27,10.9,0.11,-2.22,2.83,1.04,0,1,1,11,1,2,0,0,0,0,0,0,0,0,1,1,1,1,8,22,0,0,0,0,1,1,0,1,0,0,2,5,0,1,1,4,2,4,0,38,0,27,14,4,102.29,0,69,0,18.95,2.94,1293.15,1,26.75,3.29,1783.3,7.49,0,0,0,1,11.75,2.46,825,6.72,0,0,2.89,0,7.15,1,0,0,0,0,0,0,0,1,23,1,1,1,0,1,1,0,0,1,0,0,0,"5","1","September","1","1","1","5","0","11.4","0","3","3","2","2","4","medium_spend_cust"
"4481",29,11,0,5,30,9.4,1.8,0.59,1.02,0.02,0,2,0,-1,-1,2,0,0,0,0,0,0,0,0,1,4,1,0,1,29,1,0,0,0,1,0,0,1,0,1,9,6,1,0,0,5,4,1,1,10,0,6,7,2,71.44,0,25,1,5.1,1.63,112.75,1,15.25,2.72,413.05,6.02,0,0,0,1,11.75,2.46,255,5.54,0,0,2.82,0,6.17,0,0,0,1,0,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,0,1,"5","0","March","1","0","1","2","1","16.3","0","2","3","3","3","0","low_spend_cust"
"4483",63,11,0,13,70,8.4,1.86,0.62,4.02,1.39,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,19,1,0,0,1,0,0,0,1,0,0,9,7,1,0,0,3,4,4,0,13,0,16,13,2,40.21,0,22,1,12,2.48,281.1,1,31,3.43,691.25,6.54,1,47.35,1018.6,1,29.5,3.38,590,6.38,1,56.55,4.04,1219.2,7.11,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,0,0,0,"1","0","November","2","0","1","5","1","35.1","0","4","3","4","3","3","medium_spend_cust"
"4484",29,22,0,0,31,2.8,0.11,-2.24,0.76,-0.27,1,1,1,18,4,4,10,1,0,0,0,0,0,9,1,2,1,0,1,24,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,2,4,0,9,0,4,13,2,36.61,1,13,1,14.9,2.7,210.6,1,18.5,2.92,253.7,5.54,1,41.4,498.95,1,26.75,3.29,275,5.62,1,34.3,3.54,420.15,6.04,0,1,1,1,1,1,1,0,1,24,1,1,1,0,1,1,1,1,0,1,0,0,"2","1","April","2","0","3","2","1","14","0","1","3","3","1","3","low_spend_cust"
"4488",59,10,1,22,135,5.6,3.42,1.23,4.14,1.42,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,32,1,0,1,0,1,1,1,0,1,0,9,5,0,0,1,1,4,4,0,19,0,14,10,2,384.52,0,48,0,11.1,2.41,501.05,1,28.5,3.35,1258.85,7.14,0,0,0,1,13.25,2.58,590,6.38,0,0,2.68,0,6.48,0,0,0,1,0,0,0,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","December","1","0","2","4","1","98.5","0","2","1","4","3","0","high_spend_cust"
"4490",78,21,0,2,24,14.2,2.09,0.74,1.32,0.28,1,1,1,19,4,2,6,0,0,0,0,0,0,6,1,3,0,0,1,26,1,0,1,0,0,1,1,1,0,0,9,3,1,0,1,3,1,1,0,7,0,8,10,7,188,1,23,0,9.55,2.26,193.2,0,0,2.42,0,5.79,0,0,0,1,18,2.89,375,5.93,0,0,2.64,0,6.01,1,1,0,1,1,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,1,0,"4","0","September","2","1","3","3","1","16.8","1","4","3","3","2","1","low_spend_cust"
"4497",35,12,0,5,21,23.6,1.89,0.64,3.06,1.12,0,1,1,12,2,4,0,0,0,0,0,0,0,0,0,1,1,1,10,31,0,0,0,0,0,0,0,0,0,1,9,6,1,1,1,5,3,1,1,17,0,17,9,2,18.53,0,66,0,19.45,2.97,1202.95,1,54.5,4,3445.85,8.14,0,0,0,1,17,2.83,1140,7.04,1,35.85,3.58,2408.4,7.79,0,1,1,1,1,1,1,0,1,20,1,1,1,0,0,0,1,1,1,0,0,0,"2","1","February","2","0","1","2","0","8.5","1","2","4","4","1","0","low_spend_cust"
"4499",26,14,0,5,21,11.8,0.91,-0.09,1.56,0.45,0,1,0,-1,-1,1,4,1,2,0,1,0,0,0,1,3,1,1,1,20,1,0,0,0,0,0,0,0,0,0,9,3,1,0,0,1,3,1,1,9,0,8,8,4,93.29,0,19,0,6.55,1.88,108.35,0,0,2.3,0,5.13,0,0,0,1,5.75,1.75,105,4.65,0,0,2.54,0,5.34,0,0,0,0,0,0,1,0,1,21,1,0,1,0,0,1,1,0,0,0,0,0,"1","1","June","6","0","3","2","1","10.5","0","3","4","2","3","0","medium_spend_cust"
"4508",20,12,0,1,15,5.9,0.15,-1.87,0.73,-0.31,0,2,1,13,2,5,1,0,1,0,0,0,0,0,1,1,0,1,5,31,0,0,1,0,1,0,0,0,0,0,9,4,1,0,0,1,2,3,0,2,0,3,10,1,18.27,1,11,0,4.1,1.41,54.55,1,19.5,2.97,238.5,5.47,0,0,0,1,25.5,3.24,235,5.46,0,0,2.64,0,4.84,0,0,0,1,1,1,1,0,1,22,0,1,1,0,0,0,0,0,0,0,1,0,"1","0","May","4","0","3","1","1","5.6","0","4","3","3","1","0","low_spend_cust"
"4511",68,15,0,33,58,2.8,0.61,-0.49,1.01,0.01,0,5,0,-1,-1,1,4,0,1,3,0,0,0,0,1,5,1,1,1,25,1,1,0,0,0,1,1,1,0,1,9,2,1,1,1,1,1,4,0,39,0,30,10,7,195.47,1,72,1,21.3,3.06,1556.65,0,0,2.28,0,6.54,0,0,0,1,33,3.5,2345,7.76,0,0,2.94,0,7.34,1,0,0,0,0,0,0,0,1,23,1,1,1,0,1,1,1,0,1,0,0,1,"1","0","May","6","1","1","5","0","27","0","4","4","2","2","3","medium_spend_cust"
"4518",37,19,1,3,52,8,2.74,1.01,1.42,0.35,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,1,2,1,0,1,27,1,1,1,0,1,0,0,0,0,1,9,4,0,0,1,4,1,4,0,13,0,6,8,3,109.67,1,20,0,8.25,2.11,135.3,0,0,2.37,0,5.49,1,34.4,733.95,1,7,1.95,120,4.79,1,25.15,3.22,507.7,6.23,1,1,1,1,1,0,0,1,1,20,1,1,1,0,1,1,1,0,0,0,0,0,"1","0","October","2","0","3","3","1","24.6","1","1","4","2","1","4","medium_spend_cust"
"4520",41,11,0,7,52,13.6,3.83,1.34,3.24,1.18,0,5,1,8,1,2,1,1,0,0,0,0,0,0,0,0,-1,0,3,27,0,0,1,1,1,0,0,0,0,0,1,4,0,0,0,2,4,1,1,11,0,6,14,10,378.7,0,24,0,5.1,1.63,114.55,0,0,2.33,0,5.44,0,0,0,0,0,1.56,0,4.74,0,0,2.64,0,5.48,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,1,0,0,0,0,0,0,"1","0","September","3","0","2","3","-1","-1","-1","4","1","4","1","0","medium_spend_cust"
"4527",27,17,0,1,21,2.6,0.16,-1.83,0.38,-0.95,0,2,0,-1,-1,1,7,1,2,0,0,0,0,4,0,2,1,0,1,17,1,0,0,0,0,0,0,0,0,0,9,7,1,0,1,3,1,3,0,8,0,8,4,1,14.68,0,18,1,7.25,1.98,102.1,0,0,2.64,0,4.81,1,29.7,492.65,0,0,1.75,0,4.01,0,0,2.64,0,4.74,1,0,0,0,1,0,0,1,1,17,1,0,0,1,1,1,1,0,0,0,0,0,"1","1","August","1","0","2","1","0","9.4","1","2","2","4","1","3","low_spend_cust"
"4530",58,14,0,27,9,21.7,1.25,0.22,0.71,-0.35,0,3,0,-1,-1,1,2,1,1,0,0,0,0,0,0,0,-1,0,8,34,0,0,1,0,1,0,0,1,1,0,9,4,0,1,0,1,4,3,0,25,1,21,13,8,193.27,0,57,0,10.9,2.39,600.65,0,0,2.25,0,6.55,0,0,0,1,11.5,2.44,665,6.5,0,0,2.88,0,7.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"5","1","October","6","1","2","4","-1","-1","-1","3","3","3","2","0","medium_spend_cust"
"4544",26,12,1,1,17,7.2,0.22,-1.52,1.01,0.01,0,1,1,13,2,2,1,1,0,0,0,0,0,0,0,2,1,0,5,45,0,0,0,0,1,0,1,0,0,0,9,5,0,0,1,4,1,4,0,9,0,4,12,6,157.2,0,19,1,6.85,1.92,126.15,1,24,3.18,412.1,6.02,1,47.2,786.1,0,0,2.2,0,5.16,1,36.2,3.59,634.45,6.45,1,1,0,1,1,1,1,1,1,22,1,1,1,0,1,1,0,1,1,0,0,0,"5","0","June","2","0","2","2","0","9.9","0","2","2","1","3","1","medium_spend_cust"
"4559",52,12,0,10,98,9.8,2.9,1.06,6.7,1.9,0,3,0,-1,-1,1,1,0,0,1,0,0,0,0,1,0,-1,0,4,29,0,0,0,1,0,0,0,0,0,1,9,4,0,0,0,2,3,4,0,32,0,22,11,4,113.1,1,64,0,24,3.18,1489.5,1,28.25,3.34,1823.65,7.51,0,0,0,1,30,3.4,1955,7.58,0,0,3.18,0,7.32,0,0,0,1,1,1,1,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","September","2","0","1","4","-1","-1","-1","3","4","4","1","0","medium_spend_cust"
"4566",25,14,0,1,25,20.1,3.35,1.21,1.67,0.51,1,1,0,-1,-1,1,3,0,2,0,1,0,0,0,1,1,1,0,8,26,0,0,1,1,0,0,0,1,0,0,9,2,0,0,0,3,3,3,0,3,1,2,6,3,77.88,1,7,0,4.1,1.41,35.6,1,15.75,2.76,114.8,4.74,0,0,0,1,23,3.14,140,4.94,1,20.85,3.04,119,4.78,0,0,0,1,1,1,1,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0,"5","0","July","1","0","1","1","0","12","1","2","1","3","1","3","low_spend_cust"
"4570",33,18,0,0,27,18.8,0.7,-0.36,4.38,1.48,1,1,1,17,4,3,8,0,0,0,0,0,0,8,1,3,0,1,1,25,1,0,0,1,0,0,1,0,0,0,9,3,0,0,0,4,3,1,0,11,0,8,6,5,111.67,1,26,0,7.25,1.98,194.4,1,26.5,3.28,736.85,6.6,1,45.45,1010.85,1,26.5,3.28,640,6.46,1,33.95,3.52,875.75,6.78,1,1,1,1,1,1,1,0,1,26,1,1,1,1,1,1,1,1,0,0,0,0,"2","1","January","2","0","1","3","1","13.5","0","3","2","1","3","4","low_spend_cust"
"4577",32,9,0,9,25,5.4,0.61,-0.49,0.74,-0.3,0,5,1,9,1,3,0,0,0,0,0,0,0,0,0,4,1,0,1,24,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,5,3,4,0,1,0,3,9,7,335.28,0,4,0,3.65,1.29,17.55,0,0,2.3,0,2.88,0,0,0,1,13.5,2.6,30,3.4,0,0,2.68,0,2.8,0,0,0,1,0,0,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,"1","1","December","6","0","1","2","0","12.2","0","3","1","3","3","0","medium_spend_cust"
"4579",55,17,0,6,69,5.7,1.45,0.37,2.48,0.91,0,3,1,16,3,2,1,1,0,0,0,0,0,0,1,2,1,0,1,22,1,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,1,2,0,22,0,15,10,9,440.53,0,54,0,8.45,2.13,454.85,1,22.5,3.11,1152.25,7.05,1,46.15,2464.35,0,0,1.79,0,5.62,1,47.65,3.86,2514.75,7.83,1,0,1,1,0,1,0,0,1,25,1,1,1,0,1,0,0,0,1,0,0,0,"1","0","October","1","0","3","3","0","37.7","0","3","3","3","2","4","medium_spend_cust"
"4584",49,12,0,18,50,34.3,4.27,1.45,12.88,2.56,0,5,0,-1,-1,1,13,2,1,0,0,0,0,10,0,1,1,0,1,28,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,2,4,4,1,17,0,12,8,3,53.24,0,39,0,4.9,1.59,214.15,0,0,2.48,0,6.11,0,0,0,1,26.75,3.29,1055,6.96,0,0,2.68,0,6.34,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,1,1,0,1,0,0,0,"1","0","May","6","0","2","4","0","27.7","0","4","4","2","2","0","low_spend_cust"
"4585",79,12,0,16,9,19.9,0.92,-0.09,0.87,-0.13,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,19,1,0,1,1,0,0,0,0,0,0,9,5,0,0,0,2,3,3,0,14,0,13,14,6,95.31,0,36,1,10.7,2.37,431,0,0,2.25,0,5.61,0,0,0,1,9.5,2.25,320,5.77,0,0,2.93,0,6.32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1","1","September","1","1","2","3","0","5.7","0","3","3","1","2","0","medium_spend_cust"
"4591",55,17,0,6,27,7.3,0.24,-1.43,1.73,0.55,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,16,1,0,1,0,0,0,0,0,0,0,9,3,0,1,0,5,3,4,0,20,0,14,11,8,304.75,1,47,0,5.8,1.76,249.15,0,0,2.6,0,6.42,0,0,0,1,18.5,2.92,855,6.75,0,0,2.93,0,6.53,1,0,0,0,1,0,0,0,1,15,1,1,1,0,0,0,0,0,0,0,0,1,"2","0","July","2","0","3","2","0","11.5","0","4","4","1","1","0","medium_spend_cust"
"4598",79,12,0,31,22,8.1,0.2,-1.63,1.59,0.46,0,5,1,14,2,2,2,2,0,0,0,0,0,0,0,3,1,1,1,22,1,0,0,0,0,0,0,0,0,0,9,6,0,0,1,4,4,4,1,39,0,29,11,4,46.73,0,71,0,26.9,3.29,1841.25,0,0,2.25,0,6.56,0,0,0,1,43.75,3.78,3065,8.03,0,0,2.9,0,7.2,1,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","December","1","1","2","5","1","13.3","1","3","4","3","2","0","medium_spend_cust"
"4599",39,14,0,5,66,25.7,1.22,0.2,15.74,2.76,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,2,1,1,1,19,1,0,0,1,0,0,1,1,0,0,9,2,1,0,1,3,1,2,0,1,0,2,8,11,328.63,0,4,1,2.6,0.96,10.45,0,0,2.48,0,4.06,0,0,0,1,5.75,1.75,15,2.71,0,0,2.82,0,3.96,0,1,1,1,1,1,0,0,1,20,1,0,1,0,1,0,1,1,0,0,0,0,"2","0","September","2","0","1","3","0","24.4","0","2","4","1","1","1","medium_spend_cust"
"4600",60,16,0,6,72,15.3,3.18,1.16,7.83,2.06,1,5,1,13,2,2,0,0,0,0,0,0,0,0,0,4,1,0,1,21,1,0,0,0,0,0,0,0,0,0,9,6,0,1,0,3,3,3,0,28,0,22,16,5,187.44,0,54,0,10.8,2.38,606.15,1,40.5,3.7,2295,7.74,0,0,0,1,47,3.85,2585,7.86,1,71.75,4.27,3740.5,8.23,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,0,1,0,0,1,0,"2","0","January","1","0","2","5","1","37","0","1","3","4","2","4","medium_spend_cust"
"4601",48,13,0,22,67,1.1,0.22,-1.5,0.51,-0.66,0,5,1,13,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,24,1,0,0,0,0,0,0,0,0,1,1,6,0,0,1,3,4,1,0,30,0,27,18,7,236.77,0,71,0,27.05,3.3,2013.9,0,0,2.48,0,6.83,0,0,0,1,24.75,3.21,1780,7.48,0,0,2.88,0,7.15,1,0,0,0,1,0,0,0,1,21,1,1,1,0,1,1,0,0,0,0,0,0,"1","1","March","3","0","1","3","0","36","1","2","2","1","3","3","high_spend_cust"
"4603",20,10,0,2,24,2.4,0.34,-1.09,0.24,-1.43,0,4,1,13,2,4,6,3,1,0,0,2,0,0,1,2,0,0,1,30,1,0,1,1,1,1,0,1,0,0,1,5,0,1,1,2,3,1,1,2,0,2,8,6,135.71,1,17,1,7.5,2.01,123.05,0,0,2.48,0,5.05,0,0,0,0,0,1.7,0,3.69,0,0,2.64,0,4.66,0,0,0,0,0,0,0,0,1,14,1,1,1,0,1,1,0,0,0,0,0,0,"5","1","December","1","0","3","1","1","15.1","0","5","1","4","3","1","low_spend_cust"
"4613",25,19,0,0,23,0.7,0.04,-3.22,0.12,-2.11,0,1,1,17,4,4,1,0,1,0,0,0,0,0,1,3,1,0,1,31,1,1,0,0,0,0,0,0,0,1,9,3,1,1,0,2,4,1,0,7,0,7,6,8,162.78,1,35,0,9.25,2.22,333.1,1,15,2.71,495.55,6.21,1,40.3,1391.45,1,11.5,2.44,400,5.99,1,39.3,3.67,1319.8,7.19,1,1,1,0,0,1,0,1,1,30,1,1,1,1,1,1,1,0,0,0,0,0,"3","1","August","2","0","1","1","1","12.3","0","4","1","4","1","4","low_spend_cust"
"4617",71,12,0,36,124,9.3,4.2,1.43,7.33,1.99,0,5,1,14,2,2,12,0,0,3,0,0,0,9,1,3,1,0,1,23,1,0,0,0,0,0,0,0,0,0,9,5,1,0,0,2,4,4,0,40,0,30,7,6,104.14,0,72,0,77.05,4.34,5676.2,1,46.5,3.84,3454.05,8.15,0,0,0,1,12.5,2.53,910,6.81,0,0,3.23,0,7.47,1,1,1,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,1,1,0,0,"3","0","May","3","0","3","5","1","67.9","1","3","4","4","2","0","low_spend_cust"
"4623",40,10,0,13,59,3.7,0.77,-0.26,1.41,0.35,0,4,0,-1,-1,1,3,0,3,0,0,0,0,0,0,2,1,0,3,17,0,0,1,1,1,0,0,1,0,1,9,2,0,0,0,2,2,1,0,22,0,14,10,8,383.1,0,48,0,10.05,2.31,485,1,22.75,3.12,1072.8,6.98,0,0,0,1,11.75,2.46,515,6.24,0,0,2.83,0,6.67,0,0,0,1,1,1,1,0,1,13,1,1,1,0,1,0,1,0,1,0,0,0,"5","0","October","3","0","2","3","1","23.2","0","1","4","2","3","0","medium_spend_cust"
"4627",79,19,0,39,15,9.9,0.48,-0.73,1,0,0,5,1,18,4,2,11,1,0,0,0,0,0,10,1,4,0,0,1,31,1,0,0,0,0,0,0,0,0,1,1,4,0,1,0,1,3,3,0,38,0,29,14,5,151.43,0,71,0,24.5,3.2,1707.75,0,0,2.35,0,6.6,1,36.4,2471.6,1,24.75,3.21,1660,7.41,0,0,3.01,0,7.2,1,1,0,0,0,1,0,1,1,16,1,1,1,0,1,1,1,0,1,0,0,0,"2","0","April","6","1","4","5","0","9.5","1","3","1","3","2","3","medium_spend_cust"
"4629",29,14,0,0,24,9.2,0.72,-0.32,1.48,0.39,1,1,1,14,2,4,3,0,0,0,0,0,0,3,1,2,1,1,1,36,1,0,0,0,0,0,0,0,0,0,9,3,1,0,0,4,3,4,1,11,1,7,8,4,110.06,1,35,0,8.4,2.13,276.7,1,21.75,3.08,760.2,6.63,0,0,0,1,6.5,1.87,215,5.37,0,0,2.93,0,6.27,0,0,0,1,1,1,1,0,1,22,1,1,1,0,0,0,0,0,0,0,0,1,"3","1","August","2","0","1","2","1","12.2","0","1","1","3","3","0","low_spend_cust"
"4630",25,17,0,1,44,14.5,2.12,0.75,4.26,1.45,1,2,1,18,4,2,8,0,1,0,0,0,0,7,1,0,-1,0,8,24,0,0,0,0,0,0,0,1,0,0,9,4,0,1,0,2,1,1,0,3,1,3,15,7,128.21,0,6,0,2.6,0.96,16.9,1,19.5,2.97,103.35,4.64,0,0,0,1,12.5,2.53,65,4.17,0,0,2.93,0,4.41,0,1,0,1,1,1,1,0,1,19,1,1,1,1,0,0,1,0,0,0,0,0,"2","1","August","1","0","3","2","-1","-1","-1","3","1","4","3","0","medium_spend_cust"
"4635",61,16,0,11,81,2.7,0.73,-0.31,1.45,0.37,0,2,1,13,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,27,1,0,0,0,0,0,1,0,0,0,9,5,0,0,1,4,4,4,0,5,0,8,13,7,343.27,0,19,0,5.05,1.62,89.1,1,12,2.48,248.75,5.52,1,25.6,432.7,0,0,1.66,0,4.7,0,0,2.93,0,6.1,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,0,0,0,0,"2","0","November","2","0","1","5","0","31.5","1","1","4","3","3","2","medium_spend_cust"
"4637",56,14,0,4,28,2,0.27,-1.32,0.29,-1.23,0,4,0,-1,-1,1,10,0,0,0,0,0,0,10,0,3,1,0,1,31,1,0,1,0,1,0,0,0,0,0,9,5,0,0,1,1,2,4,1,8,1,9,17,5,123.13,1,23,0,7.9,2.07,178.35,0,0,2.35,0,5.59,1,22.25,502,0,0,2.08,0,5.27,0,0,2.54,0,5.77,1,0,0,0,0,0,0,1,1,22,1,1,1,0,1,0,0,0,0,0,0,0,"5","0","May","1","0","2","5","0","13.2","0","3","2","1","3","4","medium_spend_cust"
"4639",77,17,0,21,40,11.9,0.65,-0.43,4.11,1.41,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,24,0,0,0,1,1,1,0,1,0,0,9,4,0,0,0,2,1,1,1,19,0,14,8,6,106.86,1,52,0,19.5,2.97,1074.6,0,0,2.14,0,6.18,0,0,0,1,8,2.08,390,5.97,0,0,2.93,0,6.94,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0,"3","1","August","1","0","2","5","0","15.6","0","4","3","1","2","0","low_spend_cust"
